,title,abstract,affiliations,authors,journal,date,keywords,url
346,Establishment and Application of Flavivirus Replicons,"Dengue virus (DENV) and Zika virus (ZIKV) are enveloped, positive-strand RNA viruses belonging to the genus Flavivirus in the family Flaviviridae. The genome of ~11 kb length encodes one long open reading frame flanked by a 5' and a 3' untranslated region (UTR). The 5' end is capped and the 3' end lacks a poly(A) tail. The encoded single polyprotein is cleaved co-and posttranslationally by cellular and viral proteases. The first one-third of the genome encodes the structural proteins (C-prM-E), whereas the nonstructural (NS) proteins NS1-NS2A-NS3-NS4A-2K-NS4B-NS5 are encoded by the remaining two-thirds of the genome.Research on flaviviruses was driven forward by the ability to produce recombinant viruses using reverse genetics technology. It is known that the purified RNA of flaviviruses is per se infectious, which allows initiation of a complete viral life cycle by transfecting the genomic RNA into susceptible cells. In 1989, the first infectious flavivirus RNA was transcribed from full-length cDNA templates of yellow fever virus (YFV) facilitating molecular genetic analyses of this virus. In addition to the production of infectious recombinant viruses, reverse genetics can also be used to establish non-infectious replicons. Replicons contain an in-frame deletion in the structural protein genes but still encode all nonstructural proteins and contain the UTRs necessary to mediate efficient replication, a factor that enables their analyses under Biosafety Level (BSL) 1 conditions. This is particularly important since many flaviviruses are BSL3 agents.The review will cover strategies for generating flavivirus replicons, including the establishment of bacteriophage (T7 or SP6) promoter-driven constructs as well as cytomegalovirus (CMV) promoter-driven constructs. Furthermore, different reporter replicons or replicons expressing selectable marker proteins will be outlined using examples of their application to answer basic questions of the flavivirus replication cycle, to select and test antiviral compounds or to produce virus replicon particles. The establishment and application of flavivirus replicons will further be exemplified by my own data using an established YFV reporter replicon to study the role of YFV NS2A in the viral life cycle. In addition, we established a reporter replicon of a novel insect-specific flavivirus, namely Niénokoué virus (NIEV), to define the barrier(s) involved in host range restriction.","['1 Institute of Virology, University of Bonn Medical Centre, Bonn, Germany. kuemmerer@virology-bonn.de.', '2 German Center for Infection Research (DZIF) Partner site Bonn-Cologne, Bonn, Germany. kuemmerer@virology-bonn.de.']","Beate M Kümmerer, ",Advances in experimental medicine and biology,NO_DATE,Flavivirus reverse genetics technology; Niénokoué virus; Non-infectious replicons; Selectable marker proteins; Yellow fever virus NS2A protein.,https://pubmed.ncbi.nlm.nih.gov/29845532
347,SnapShot: Enveloped Virus Entry,"In order to initiate successful infection, viruses have to transmit and deliver their genome from one host cell or organism to another. To achieve this, enveloped viruses must first fuse their membrane with those of the target host cell. Here, we describe the sequence of events leading to the entry of representative enveloped viruses, highlighting the strategies they use to gain access to the host cell cytosol.","['1 Institute of Microbiology and Infection and School of Biosciences, University of Birmingham, Birmingham, UK.', '2 University of Toronto, Toronto, ON, Canada.', '3 La Jolla Institute for Immunology, La Jolla, CA, USA.', '4 University of Toronto, Toronto, ON, Canada; Hospital for Sick Children, Toronto, ON, Canada.']","Jason Mercer, Jeffrey E Lee, Erica Ollmann Saphire, Spencer A Freeman, ",Cell,2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32763187
348,Studying Brown Adipose Tissue in a Human in vitro Context,"New treatments for obesity and associated metabolic disease are increasingly warranted with the growth of the obesity pandemic. Brown adipose tissue (BAT) may represent a promising therapeutic target to treat obesity, as this tissue has been shown to regulate energy expenditure through non-shivering thermogenesis. Three different strategies could be employed for therapeutic targeting of human thermogenic adipocytes: increasing BAT mass through stimulation of BAT progenitors, increasing BAT function through regulatory pathways, and increasing WAT browning through promotion of beige adipocyte formation. However, these strategies require deeper understanding of human brown and beige adipocytes. While murine studies have greatly increased our understanding of BAT, it is becoming clear that human BAT does not exactly resemble that of the mouse, highlighting the need for human in vitro models of brown adipocytes. Several different human brown adipocyte models will be discussed here, along with the potential to improve brown adipocyte culture through recreation of the BAT microenvironment.","['1 Metabolic Research Laboratories, University of Cambridge, Cambridge, United Kingdom.', '2 Department of Cellular Genetics, Wellcome Sanger Institute (WT), Hinxton, United Kingdom.']","Isabella Samuelson, Antonio Vidal-Puig, ",Frontiers in endocrinology,2020,3D culture; HPSC model; beige adipocyte; brown adipogenesis; brown adipose tissue (BAT); human adipocytes; obesity; thermogenic adipocyte differentiation.,https://pubmed.ncbi.nlm.nih.gov/33042008
349,The Role of Mutation Bias in Adaptive Evolution,"Mutational input is the ultimate source of genetic variation, but mutations are not thought to affect the direction of adaptive evolution. Recently, critics of standard evolutionary theory have questioned the random and non-directional nature of mutations, claiming that the mutational process can be adaptive in its own right. We discuss here mutation bias in adaptive evolution. We find little support for mutation bias as an independent force in adaptive evolution, although it can interact with selection under conditions of small population size and when standing genetic variation is limited, entirely consistent with standard evolutionary theory. We further emphasize that natural selection can shape the phenotypic effects of mutations, giving the false impression that directed mutations are driving adaptive evolution.","['1 Department of Biology, Lund University, SE-223 62 Lund, Sweden. Electronic address: erik.svensson@biol.lu.se.', '2 Department of Ecology and Genetics, Evolutionary Biology Centre, Uppsala University, Norrbyvägen 18D, SE-752 36 Uppsala, Sweden.']","Erik I Svensson, David Berger, ",Trends in ecology & evolution,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31003616
350,The Impact of Defective Viruses on Infection and Immunity,"Defective viral genomes (DVGs) are generated during viral replication and are unable to carry out a full replication cycle unless coinfected with a full-length virus. DVGs are produced by many viruses, and their presence correlates with alterations in infection outcomes. Historically, DVGs were studied for their ability to interfere with standard virus replication as well as for their association with viral persistence. More recently, a critical role for DVGs in inducing the innate immune response during infection was appreciated. Here we review the role of DVGs of RNA viruses in shaping outcomes of experimental as well as natural infections and explore the mechanisms by which DVGs impact infection outcome.","['1 Department of Pathobiology, School of Veterinary Medicine, University of Pennsylvania, Philadelphia, Pennsylvania 19104, USA; email: lopezca@upenn.edu.']","Emmanuelle Genoyer, Carolina B López, ",Annual review of virology,2019,antiviral immunity; defective interfering particles; defective viral genomes; defective virus; viral interference.,https://pubmed.ncbi.nlm.nih.gov/31082310
351,Simian Foamy Virus Co-Infections,"Foamy viruses (FVs), also known as spumaretroviruses, are complex retroviruses that are seemingly nonpathogenic in natural hosts. In natural hosts, which include felines, bovines, and nonhuman primates (NHPs), a large percentage of adults are infected with FVs. For this reason, the effect of FVs on infections with other viruses (co-infections) cannot be easily studied in natural populations. Most of what is known about interactions between FVs and other viruses is based on studies of NHPs in artificial settings such as research facilities. In these settings, there is some indication that FVs can exacerbate infections with lentiviruses such as simian immunodeficiency virus (SIV). Nonhuman primate (NHP) simian FVs (SFVs) have been shown to infect people without any apparent pathogenicity. Humans zoonotically infected with simian foamy virus (SFV) are often co-infected with other viruses. Thus, it is important to know whether SFV co-infections affect human disease.","['1 Division of Basic Sciences, Fred Hutchinson Cancer Research Center, 1100 Fairview Ave N, Seattle, WA 98109, USA. smurray@fredhutch.org.', '2 Division of Basic Sciences, Fred Hutchinson Cancer Research Center, 1100 Fairview Ave N, Seattle, WA 98109, USA. mlinial@fredhutch.org.']","Shannon M Murray, Maxine L Linial, ",Viruses,2019,NHP; co-infections; foamy virus; pathogenesis; spumaretrovirus; zoonoses.,https://pubmed.ncbi.nlm.nih.gov/31569704
352,Remembering seasonal coronaviruses,NO_ABSTRACT,"['1 Section of Rheumatology, Department of Medicine, University of Chicago, Chicago, IL 60637, USA.', '2 Section of Rheumatology, Department of Medicine, University of Chicago, Chicago, IL 60637, USA. wilsonp@uchicago.edu.', '3 Committee on Immunology, University of Chicago, Chicago, IL 60637, USA.']","Jenna J Guthmiller, Patrick C Wilson, ","Science (New York, N.Y.)",2020,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/33303605
353,Conceptualizing plant systems evolution,"Organisms inhabiting extreme environments are emerging models in systems evolution, enabling us to identify the molecular alterations effecting major phenotypic divergence through comparative approaches. Here I discuss possible physiological mechanisms underlying evolutionary adaptations to extreme environments both theoretically and in relation to experimental observations. Reasoning leads me to the 'conserved steady-state' hypothesis of evolutionary adaptation: Between closely related plants adapted to differently composed soils, the homeostatically controlled steady-state set point cytosolic (buffered) concentrations of mineral ions are conserved. Subsequently, I compare molecular alterations expected to contribute to physiological adaptations with our present knowledge. Key roles of enhanced gene product dosage in plant evolutionary adaptations question the widespread stimulus response-centric paradigm. As a broader implication, co-regulation networks can lack decisive functional network elements. With this article, I hope to stimulate a discussion across research fields and provide an initial conceptual framework for future experimental testing and for quantitative modelling.","['1 Molecular Genetics and Physiology of Plants, Ruhr University Bochum, Universitätsstraße 150, ND3/30, D-44801 Bochum, Germany. Electronic address: Ute.Kraemer@ruhr-uni-bochum.de.']","Ute Krämer, ",Current opinion in plant biology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29579731
354,Giant mimiviruses escape many canonical criteria of the virus definition,"Background:
        
      
      The discovery of mimivirus in 2003 prompted the quest for other giant viruses of amoebae. Mimiviruses and their relatives were found to differ considerably from other viruses. Their study led to major advances in virology and evolutionary biology. Aims:
        
      
      We summarized the widening gap between mimiviruses and other viruses. Sources:
        
      
      We collected data from articles retrieved from PubMed using as keywords 'giant virus', 'mimivirus' and 'virophage', as well as quoted references from these articles. Content:
        
      
      Data accumulated during the last 15 years on mimiviruses and other giant viruses highlight that there is a quantum leap between these infectious agents, the complexity of which is similar to that of intracellular microorganisms, and classical viruses. Notably, in addition to their giant structures and genomes, giant viruses have abundant gene repertoires with genes unique in the virosphere, including a tremendous set of translation components. The viruses contain hundreds of proteins and many transcripts. They share a core of central and ancient proteins but their genome sequences display a substantial level of mosaicism. Finally, mimiviruses have a specific mobilome, including virophages that can integrate into their genomes, and against which they can defend themselves through integration of short fragments of the DNA of these invaders. Implications:
        
      
      Mimiviruses and subsequently discovered giant viruses have changed the virus paradigm and contradict many virus definition criteria delineated for classical viruses. The major cellular hallmark that is still lacking in giant viruses is the ribosome, including both ribosomal protein and RNA encoding genes, which makes them bona fide microbes without ribosomes.","['1 Aix-Marseille Université, Institut de Recherche pour le Développement (IRD), Assistance Publique - Hôpitaux de Marseille (AP-HM); Microbes, Evolution, Phylogeny and Infection (MEΦI); Institut Hospitalo-Universitaire (IHU) - Méditerranée Infection, 19-21 boulevard Jean Moulin, 13005 Marseille, France.', '2 Hitachi High-Technologies Corporation, Science & Medical Systems Business Group, Minato-ku, Tokyo, Japan.', '3 Hitachi Ltd, Research & Development Group, Saitama, Japan.', '4 Aix-Marseille Université, Institut de Recherche pour le Développement (IRD), Assistance Publique - Hôpitaux de Marseille (AP-HM); Microbes, Evolution, Phylogeny and Infection (MEΦI); Institut Hospitalo-Universitaire (IHU) - Méditerranée Infection, 19-21 boulevard Jean Moulin, 13005 Marseille, France. Electronic address: didier.raoult@gmail.com.']","P Colson, Y Ominami, A Hisada, B La Scola, D Raoult, ",Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,NO_DATE,Defense; Definition; Giant virus; Integration; Mimivirus; Virophage.,https://pubmed.ncbi.nlm.nih.gov/30267933
355,Inflammatory Signaling and Brown Fat Activity,"Obesity is characterized by a state of chronic inflammation in adipose tissue mediated by the secretion of a range of inflammatory cytokines. In comparison to WAT, relatively little is known about the inflammatory status of brown adipose tissue (BAT) in physiology and pathophysiology. Because BAT and brown/beige adipocytes are specialized in energy expenditure they have protective roles against obesity and associated metabolic diseases. BAT appears to be is less susceptible to developing inflammation than WAT. However, there is increasing evidence that inflammation directly alters the thermogenic activity of brown fat by impairing its capacity for energy expenditure and glucose uptake. The inflammatory microenvironment can be affected by cytokines secreted by immune cells as well as by the brown adipocytes themselves. Therefore, pro-inflammatory signals represent an important component of the thermogenic potential of brown and beige adipocytes and may contribute their dysfunction in obesity.","['1 Warwick Medical School, University of Warwick, Coventry, United Kingdom.', '2 Department of Biosciences, School of Science and Technology, Nottingham Trent University, Nottingham, United Kingdom.']","Farah Omran, Mark Christian, ",Frontiers in endocrinology,2020,beige adipocyte; brown adipose tissue (BAT); cytokine; inflammation; white adipose tissue.,https://pubmed.ncbi.nlm.nih.gov/32265845
356,Social place-cells in the bat hippocampus,"Social animals have to know the spatial positions of conspecifics. However, it is unknown how the position of others is represented in the brain. We designed a spatial observational-learning task, in which an observer bat mimicked a demonstrator bat while we recorded hippocampal dorsal-CA1 neurons from the observer bat. A neuronal subpopulation represented the position of the other bat, in allocentric coordinates. About half of these ""social place-cells"" represented also the observer's own position-that is, were place cells. The representation of the demonstrator bat did not reflect self-movement or trajectory planning by the observer. Some neurons represented also the position of inanimate moving objects; however, their representation differed from the representation of the demonstrator bat. This suggests a role for hippocampal CA1 neurons in social-spatial cognition.","['1 Department of Neurobiology, Weizmann Institute of Science, Rehovot 76100, Israel. nachum.ulanovsky@weizmann.ac.il liora.las@weizmann.ac.il.']","David B Omer, Shir R Maimon, Liora Las, Nachum Ulanovsky, ","Science (New York, N.Y.)",2018,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/29326274
357,Measles virus in cancer therapy,"Over the last years, the development of viruses to treat cancer patients has re-gained considerable attention. A genetically modified herpesvirus, Talimogene laherparepvec, has already been authorized for the treatment of melanoma patients. Also recombinant measles virus (MeV) is developed as an oncolytic virus. Because of its high genetic flexibility, a number of different MeV strains have been the basis for the generation of targeted, armed, or shielded viruses that are highly specific for a given tumor target, more effective, or protected against serum neutralization. Such MeV have been extensively tested in vitro and in vivo, whereby remarkable oncolytic potency is accompanied by safety also in non-human primates. Therefore, MeV has been introduced into 19 different clinical trials and has reached phase II against two different tumor entities, multiple myeloma and ovarian carcinoma. Remarkably, one patient with advanced stage myeloma experienced long-term remission after treatment, visualizing the potency of this approach.","['1 Division of Veterinary Medicine, Paul-Ehrlich-Institut, Paul-Ehrlich-Strasse 51-59, D-63225 Langen, Germany. Electronic address: Michael.Muehlebach@pei.de.']","Michael D Mühlebach, ",Current opinion in virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/32861945
358,Contribution of brown adipose tissue to human energy metabolism,"The present ""obesogenic' environment has favored excessive energy intake resulting in the current obesity epidemic and its associated diseases. The epidemic has incentivized scientists to develop novel behavioral and pharmacological strategies that enhance energy expenditure to compensate for excessive energy intake. Although physical activity is effective to increase total energy expenditure, it is insufficient to induce negative energy balance and weight loss. With the discovery of brown adipose tissue (BAT) in adult humans, BAT activation soon emerged as a potential strategy for elevating energy expenditure. BAT is the only tissue that expresses uncoupling protein 1, conferring on this tissue high thermogenic capacity due to a low efficiency for mitochondrial ATP generation. Potential manipulation of BAT mass and activity has fueled the interest in altering whole-body energy balance through increased energy expenditure. Remarkable advances have been made in quantifying the amount and activity of BAT in humans. Many studies have concluded that the amount of active BAT appears insufficient to induce meaningful increases in energy expenditure. Thus, the majority of studies report that BAT activation does not influence body weight and metabolic control in humans. Strategies to increase BAT mass and/or to potentiate BAT activity seem necessary.","['1 Departamento de Ciencias de la Salud. Carrera de Nutrición y Dietética. Facultad de Medicina. Pontificia Universidad Católica de Chile, Santiago, Chile.', '2 Clinical Science. Pennington Biomedical Research Center, Baton Rouge, LA, USA.', '3 Departamento de Ciencias de la Salud. Carrera de Nutrición y Dietética. Facultad de Medicina. Pontificia Universidad Católica de Chile, Santiago, Chile; Departamento de Nutrición, Diabetes y Metabolismo. Facultad de Medicina. Pontificia Universidad Católica de Chile, Santiago, Chile. Electronic address: jgalgani@uc.cl.']","Rodrigo Fernández-Verdejo, Kara L Marlatt, Eric Ravussin, Jose E Galgani, ",Molecular aspects of medicine,NO_DATE,Cold exposure; Glucose homeostasis; Lipid homeostasis; Obesity; Thermogenesis.,https://pubmed.ncbi.nlm.nih.gov/31306668
359,Dietary polyphenols and their roles in fat browning,"Discovery of the presence of brown adipose tissue (BAT) in newborn babies and adult humans, especially constitutively active brown fat or inducible beige fat, has led to the investigation of strategies employing BAT aimed at the development of novel therapeutic avenues for combating obesity and diabetes. Such antiobesity therapeutic tools include pharmaceutical and nutraceutical dietary polyphenols. Although there have been emerging notable advances in knowledge of and an increased amount of research related to brown and beige adipocyte developmental lineages and transcriptional regulators, current knowledge regarding whether and how food factors and environmental modifiers of BAT influence thermogenesis has not been extensively investigated. Therefore, in this review, we summarized recent updates on the exploration of dietary polyphenols while paying attention to the activation of BAT and thermogenesis. Specifically, we summarized findings pertaining to BAT metabolism, white adipose tissue (WAT) browning and thermogenic function of polyphenols (e.g., flavan-3-ols, green tea catechins, resveratrol, capsaicin/capsinoids, curcumin, thymol, chrysin, quercetin and berberine) that may foster a relatively safe and effective therapeutic option to improve metabolic health. We also deciphered the underlying proposed mechanisms through which these dietary polyphenols facilitate BAT activity and WAT browning. Characterization of thermogenic dietary factors may offer novel insight enabling revision of nutritional intervention strategies aimed at obesity and diabetes prevention and management. Moreover, identification of polyphenolic dietary factors among plant-derived natural compounds may provide information that facilitates nutritional intervention strategies against obesity, diabetes and metabolic syndrome.","['1 Department of Biotechnology, Daegu University, Gyeongsan, Gyeongbuk 38453, Republic of Korea.', '2 Department of Biotechnology, Daegu University, Gyeongsan, Gyeongbuk 38453, Republic of Korea. Electronic address: jwyun@daegu.ac.kr.']","Allwin Jennifa Silvester, Kanikkai Raja Aseer, Jong Won Yun, ",The Journal of nutritional biochemistry,NO_DATE,Brown adipose tissue; Browning; Obesity; Polyphenols; White adipose tissue.,https://pubmed.ncbi.nlm.nih.gov/30414469
360,"SARS-CoV-2, the other face to SARS-CoV and MERS-CoV: Future predictions","Coronavirus disease 2019 (COVID-19) outbreak is proving to be an unprecedented disaster that lays its dark shadow on global health, economics and personal freedom. Severe acute respiratory syndrome (SARS) and middle east respiratory syndrome (MERS) epidemics provide scientific data that is useful in better understanding and resolution of COVID-19. Similarities among SARS-CoV, MERS-CoV and SARS-CoV-2 have been investigated in the light of available data. SARS-CoV, MERS-CoV and SARS-CoV-2 evolved in bats and have positive-sense RNA genomes of 27.9 kb, 30.1 kb and 29.9 kb, respectively. Molecular and serological tools used for diagnosis of SARS and MERS patients resemble COVID-19 diagnostic tools. Stability and longevity data of SARS and MERS epidemics contribute in the current pandemic precaution policies. Trials to produce vaccines for SARS-CoV and MERS-CoV failed, therefore different strategies were employed for SARS-CoV2 vaccines production and during the past period antiviral agents, Convalescent plasma and monoclonal antibodies provide potential treatments for sever patients. The mortality rate caused by the SARS-CoV and MERS-CoV reached 15% and 37%, respectively. The first declarations about mortality rate of SARS-CoV-2 was around 2-4% but now this rate differed globally and reached more than 13% in some countries. A realistic COVID-19 outbreak scenario suggest that the pandemic might last for three years with fluctuation in the number of infected cases, unless vaccination process goes faster and/or antiviral drug is discovered.","['1 Botany and Microbiology Department, Faculty of Science, Al-Azhar University, Cairo, Egypt. Electronic address: tabdelghany.201@azhar.edu.eg.', '2 Biology Department, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arabia.', '3 University College, Al-Ardah, Jazan University, Jazan, Saudi Arabia.', '4 Clinical Laboratory Science Department, College of Applied Medical Sciences, University of Hail, Hail, Saudi Arabia.', '5 Biology Department, Faculty of Science, Princess Nora Bent Abdularahman University, Riyadh, Saudi Arabia.', '6 Chemistry of Natural and Microbial Products Department, National Research Centre, Cairo, Egypt; Institute of Environmental Biology and Biotechnology, University of Applied Sciences, Bremen, Germany; Life Sciences and Chemistry Department, Jacobs University Bremen GmbH, Bremen, Germany.']","T M Abdelghany, Magdah Ganash, Marwah M Bakri, Husam Qanash, Aisha M H Al-Rajhi, Nadeem I Elhussieny, ",Biomedical journal,NO_DATE,Future predictions; MERS-CoV; SARS-CoV; SARS-CoV-2.,https://pubmed.ncbi.nlm.nih.gov/33602634
361,Substrate Utilization by Brown Adipose Tissue: What's Hot and What's Not?,"Our understanding of brown adipose tissue (BAT) function in humans has increased rapidly over the past 10 years. This is predominantly due to the development of powerful non-invasive imaging techniques such as positron emission tomography that can quantify BAT mass and function using metabolic tracers. Activation of BAT during cold-induced thermogenesis is an effective way to dissipate energy to generate heat and requires utilization of multiple energy substrates for optimal function. This has led to interest in the activation of BAT as a potential therapeutic target for type 2 diabetes, dyslipidaemia, and obesity. Here, we provide an overview of the current understanding of BAT substrate utilization in humans and highlight additional mechanisms found in rodents, where BAT more prominently contributes to energy expenditure. During thermogenesis, BAT demonstrates substantially increased glucose uptake which appears to be critical for BAT function. However, glucose is not fully oxidized, with a large proportion converted to lactate. The primary energy substrate for thermogenesis is fatty acids, released from brown adipocyte triglyceride stores. Active BAT also sequesters circulating lipids to sustain optimal thermogenesis. Recent evidence reveals that metabolic intermediates from the tricarboxylic acid cycle and glycolytic pathways also play a critical role in BAT function. Understanding the role of these metabolites in regulating thermogenesis and whole body substrate utilization may elucidate novel strategies for therapeutic BAT activation.","[""1 University/BHF Centre for Cardiovascular Science, University of Edinburgh, Queen's Medical Research Institute, Edinburgh, United Kingdom.""]","Ben T McNeill, Nicholas M Morton, Roland H Stimson, ",Frontiers in endocrinology,2020,brown adipose tissue; glucose; lipids; metabolism; obesity; positron emission tomography (PET); substrate; thermogenesis.,https://pubmed.ncbi.nlm.nih.gov/33101206
362,"Water-Mediated Transmission of Plant, Animal, and Human Viruses","Viruses represent the most abundant and diverse of the biological entities in environmental waters, including the seas and probably also freshwater systems. They are important players in ecological networks in waters and influence global biochemical cycling and community composition dynamics. Among the many diverse viruses from terrestrial environments found in environmental waters, some are plant, animal, and/or human pathogens. The majority of pathogenic viral species found in waters are very stable and can survive outside host cells for long periods. The occurrence of such viruses in environmental waters has raised concerns because of the confirmation of the infectivity of waterborne viruses even at very low concentrations. This chapter focuses mainly on the survival of human, animal, and plant pathogenic viruses in aqueous environments, the possibility of their water-mediated transmission, the ecological implications of viruses in water, the methods adapted for detecting such viruses, and how to minimize the risk of viruses spreading through water.","['1 National Institute of Biology, Ljubljana, Slovenia.', '2 National Institute of Biology, Ljubljana, Slovenia. Electronic address: maja.ravnikar@nib.si.']","Nataša Mehle, Ion Gutiérrez-Aguirre, Denis Kutnjak, Maja Ravnikar, ",Advances in virus research,NO_DATE,Concentration; Control measures; Detection; Metagenomes; Survival; Transmission; Viruses; Water.,https://pubmed.ncbi.nlm.nih.gov/29908595
363,COVID-19: From bench to bed side,"Background and aims:
        
      
      The last two decades have experienced the outbreaks of three different coronaviruses in the different parts of the world namely; Severe acute respiratory syndrome cornonavirus-1 (SARS-CoV-1), Middle East respiratory syndrome (MERS-CoV) and Severe acute respiratory syndrome cornonavirus-2 (SARS-CoV-2). We aimed to delineate the differences in viral dynamics and clinical features between them and tried to focus on every basic details of SARS-COV-2 (COVID-19) that every health care provider must know. Methods:
        
      
      We systematically searched the PubMed database up till April 2, 2020 and retrieved all the articles published on SARS-CoV-2, SARS-CoV-1, MERS-CoV that dealt with viral dynamics. Results:
        
      
      Ample data is available to suggest the differences in etiology, transmission cycle, diagnosis, genetics, hosts, reproductive rates, clinical features, laboratory diagnosis and radiological features between SARS-CoV-1, MERS-CoV and SARS-CoV-2. Conclusion:
        
      
      Although SARS-CoV-2 (COVID-19) is more infectious than SARS-CoV-1 and MERS-CoV, most infections are generally mild and self-limiting. However, case-fatality rates are very high in patients with COVID-19 with comorbidities, compared to SARS-CoV-1 and MERS-CoV.","['1 College of Medicine & JNM Hospital, Kalyani, Nadia, West Bengal, India.', '2 Saifee Hospital, Mumbai, India.', '3 G. D Hospital & Diabetes Institute, Kolkata, India.', '4 G. D Hospital & Diabetes Institute, Kolkata, India. Electronic address: draksingh_2001@yahoo.com.']","Akriti Singh, Altamash Shaikh, Ritu Singh, Awadhesh Kumar Singh, ",Diabetes & metabolic syndrome,NO_DATE,COVID-19; MERS; SARS-Co-V-2; SARS-CoV-1; Viral dynamics.,https://pubmed.ncbi.nlm.nih.gov/32283498
364,Pathogenic viruses: Molecular detection and characterization,"Pathogenic viruses are viruses that can infect and replicate within human cells and cause diseases. The continuous emergence and re-emergence of pathogenic viruses has become a major threat to public health. Whenever pathogenic viruses emerge, their rapid detection is critical to enable implementation of specific control measures and the limitation of virus spread. Further molecular characterization to better understand these viruses is required for the development of diagnostic tests and countermeasures. Advances in molecular biology techniques have revolutionized the procedures for detection and characterization of pathogenic viruses. The development of PCR-based techniques together with DNA sequencing technology, have provided highly sensitive and specific methods to determine virus circulation. Pathogenic viruses potentially having global catastrophic consequences may emerge in regions where capacity for their detection and characterization is limited. Development of a local capacity to rapidly identify new viruses is therefore critical. This article reviews the molecular biology of pathogenic viruses and the basic principles of molecular techniques commonly used for their detection and characterization. The principles of good laboratory practices for handling pathogenic viruses are also discussed. This review aims at providing researchers and laboratory personnel with an overview of the molecular biology of pathogenic viruses and the principles of molecular techniques and good laboratory practices commonly implemented for their detection and characterization.","['1 Biosafety Level 3 Unit, Eijkman Institute for Molecular Biology, Jalan Diponegoro 69, Jakarta 10430, Indonesia; Department of Biochemistry, Faculty of Mathematics and Natural Sciences, Bogor Agricultural University, Darmaga Campus, Bogor 16680, Indonesia. Electronic address: imart@eijkman.go.id.', '2 Emerging Virus Research Unit, Eijkman Institute for Molecular Biology, Jalan Diponegoro 69, Jakarta 10430, Indonesia.']","I Made Artika, Ageng Wiyatno, Chairin Nisa Ma'roef, ","Infection, genetics and evolution : journal of molecular epidemiology and evolutionary genetics in infectious diseases",NO_DATE,DNA sequencing; Pathogenic viruses; Polymerase chain reaction; Unidirectional workflow; Virus detection.,https://pubmed.ncbi.nlm.nih.gov/32006706
365,Emerging viruses in aquaculture,"Aquaculture remains the world's fastest-growing sector producing food of animal origin. Unlike in terrestrial animal agriculture, in aquaculture both farmed and wild aquatic animals in the same water column experience the same virus challenges. Additionally, the burgeoning international aquaculture expansion and expanding global trade in live aquatic animals and their products have been accompanied by long distance geographical redistribution of aquatic animal species and their viruses. The outcome is a continuous emergence of viral diseases in aquaculture, which may be driven by virus factors, animal host factors, environmental factors, and/or anthropogenic factors. Examples of emerging viruses in aquaculture include viral haemorrhagic septicaemia virus, infectious haematopoietic necrosis virus, infectious salmon anaemia virus, piscine orthoreovirus, Tilapia lake virus, Covert mortality nodavirus, Shrimp hemocyte iridescent virus, and Abalone herpesvirus.","['1 Department of Pathology and Microbiology, Atlantic Veterinary College, University of Prince Edward Island, 550 University Ave., Charlottetown, P E I C1A 4P3, Canada. Electronic address: kibenge@upei.ca.']","Frederick Sb Kibenge, ",Current opinion in virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/30711892
366,Detecting viral sequences in NGS data,"Next generation sequencing (NGS) technologies provide an increasingly important avenue for detecting known viruses, and for discovering novel viruses present in clinical or environmental samples. Several computational pipelines capable of identifying and classifying viral sequences in NGS data have been developed and used to search for viruses in human or animal samples, microbiomes, and in various environments. In this review we summarize the different approaches used to determine viral presence in sequence data. Strategies for avoiding confounding factors such as physical contamination and computational artifacts that lead to false virus identification are discussed. The application of these methodologies to cancer data sets has led to important insights on viruses both as drivers of and biomarkers for specific tumors.","['1 Department of Biological Sciences, University of Pittsburgh, Pittsburgh, Pennsylvania 15260, USA.', '2 Department of Biological Sciences, University of Pittsburgh, Pittsburgh, Pennsylvania 15260, USA. Electronic address: pipas@pitt.edu.']","Paul G Cantalupo, James M Pipas, ",Current opinion in virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31465960
