,title,abstract,affiliations,authors,journal,date,keywords,url
10,"Host range, prevalence, and genetic diversity of adenoviruses in bats","Bats are the second largest group of mammals on earth and act as reservoirs of many emerging viruses. In this study, a novel bat adenovirus (AdV) (BtAdV-TJM) was isolated from bat fecal samples by using a bat primary kidney cell line. Infection studies indicated that most animal and human cell lines are susceptible to BtAdV-TJM, suggesting a possible wide host range. Genome analysis revealed 30 putative genes encoding proteins homologous to their counterparts in most known AdVs. Phylogenetic analysis placed BtAdV-TJM within the genus Mastadenovirus, most closely related to tree shrew and canine AdVs. PCR analysis of 350 bat fecal samples, collected from 19 species in five Chinese provinces during 2007 and 2008, indicated that 28 (or 8%) samples were positive for AdVs. The samples were from five bat species, Hipposideros armiger, Myotis horsfieldii, M. ricketti, Myotis spp., and Scotophilus kuhlii. The prevalence ranged from 6.25% (H. armiger in 2007) to 40% (M. ricketti in 2007). Comparison studies based on available partial sequences of the pol gene demonstrated a great genetic diversity among bat AdVs infecting different bat species as well as those infecting the same bat species. This is the first report of a genetically diverse group of DNA viruses in bats. Our results support the notion, derived from previous studies based on RNA viruses (especially coronaviruses and astroviruses), that bats seem to have the unusual ability to harbor a large number of genetically diverse viruses within a geographic location and/or within a taxonomic group.","['1 State key Laboratory of Virology, Wuhan Institute of Virology, Chinese Academy of Sciences (CAS), Wuhan, Hubei 430071, China. zlshi@wh.iov.cn']","Yan Li, Xingyi Ge, Huajun Zhang, Peng Zhou, Yan Zhu, Yunzhi Zhang, Junfa Yuan, Lin-Fa Wang, Zhengli Shi, ",Journal of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/20089640
11,Diversity and Evolution of Viral Pathogen Community in Cave Nectar Bats ( Eonycteris spelaea),"Bats are unique mammals, exhibit distinctive life history traits and have unique immunological approaches to suppression of viral diseases upon infection. High-throughput next-generation sequencing has been used in characterizing the virome of different bat species. The cave nectar bat, Eonycteris spelaea, has a broad geographical range across Southeast Asia, India and southern China, however, little is known about their involvement in virus transmission. Here we investigate the diversity and abundance of viral communities from a colony of Eonycteris spelaea residing in Singapore. Our results detected 47 and 22 different virus families from bat fecal and urine samples, respectively. Among these, we identify a large number of virus families including Adenoviridae, Flaviviridae, Reoviridae, Papillomaviridae, Paramyxoviridae, Parvoviridae, Picornaviridae, and Polyomaviridae. In most cases, viral sequences from Eonycteris spelaea are genetically related to a group of bat viruses from other bat genera (e.g., Eidolon, Miniopterus, Rhinolophus and Rousettus). The results of this study improve our knowledge of the host range, spread and evolution of several important viral pathogens. More significantly, our findings provide a baseline to study the temporal patterns of virus shedding and how they correlate with bat phenological trends.","['1 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore 169857, Singapore. ian.mendenhall@duke-nus.edu.sg.', '2 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore 169857, Singapore. dolyce.low@u.nus.edu.', '3 NUS Graduate School for Integrative Sciences and Engineering, National University of Singapore, Singapore 119077, Singapore. dolyce.low@u.nus.edu.', '4 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore 169857, Singapore. jayanthi.jayakumar@duke-nus.edu.sg.', '5 Bioinformatics Institute, Agency for Science, Technology and Research, Singapore 138671, Singapore. vithiagarang@bii.a-star.edu.sg.', '6 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore 169857, Singapore. linfa.wang@duke-nus.edu.sg.', '7 Bioinformatics Institute, Agency for Science, Technology and Research, Singapore 138671, Singapore. sebastianms@bii.a-star.edu.sg.', '8 Department of Biological Sciences, National University of Singapore, Singapore 117558, Singapore. sebastianms@bii.a-star.edu.sg.', '9 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore 169857, Singapore. yvonne.su@duke-nus.edu.sg.', '10 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore 169857, Singapore. gavin.smith@duke-nus.edu.sg.', '11 SingHealth Duke-NUS Global Health Institute, SingHealth Duke-NUS Academic Medical Centre, Singapore 168753, Singapore. gavin.smith@duke-nus.edu.sg.', '12 Duke Global Health Institute, Duke University, Durham, NC 27710, USA. gavin.smith@duke-nus.edu.sg.']","Ian H Mendenhall, Dolyce Low Hong Wen, Jayanthi Jayakumar, Vithiagaran Gunalan, Linfa Wang, Sebastian Mauer-Stroh, Yvonne C F Su, Gavin J D Smith, ",Viruses,2019,Metaviromics; Southeast Asia; adenovirus; bunyavirus; flavivirus; herpesvirus; papillomavirus; paramyxovirus; parvovirus; picornavirus; polyomavirus; poxvirus; reovirus; rotavirus.,https://pubmed.ncbi.nlm.nih.gov/30871070
12,Detection and characterization of a novel bat-borne coronavirus in Singapore using multiple molecular approaches,"Bats are important reservoirs and vectors in the transmission of emerging infectious diseases. Many highly pathogenic viruses such as SARS-CoV and rabies-related lyssaviruses have crossed species barriers to infect humans and other animals. In this study we monitored the major roost sites of bats in Singapore, and performed surveillance for zoonotic pathogens in these bats. Screening of guano samples collected during the survey uncovered a bat coronavirus (Betacoronavirus) in Cynopterus brachyotis, commonly known as the lesser dog-faced fruit bat. Using a capture-enrichment sequencing platform, the full-length genome of the bat CoV was sequenced and found to be closely related to the bat coronavirus HKU9 species found in Leschenault's rousette discovered in the Guangdong and Yunnan provinces.","['1 Environmental Health Institute, National Environment Agency, Singapore.', '2 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore.', '3 Sungei Buloh Wetlands Reserve National Parks Board, Singapore.', '4 Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, PR China.', '5 Saw Swee Hock School of Public Health, National University of Singapore, Singapore.', '6 Department of Pharmacy, National University of Singapore, Singapore.']","Xiao Fang Lim, Chengfa Benjamin Lee, Sarah Marie Pascoe, Choon Beng How, Sharon Chan, Jun Hao Tan, Xinglou Yang, Peng Zhou, Zhengli Shi, October M Sessions, Lin-Fa Wang, Lee Ching Ng, Danielle E Anderson, Grace Yap, ",The Journal of general virology,NO_DATE,Betacoronavirus; Singapore; bats; capture enrichment.,https://pubmed.ncbi.nlm.nih.gov/31418677
13,Metagenomic analysis of viruses from bat fecal samples reveals many novel viruses in insectivorous bats in China,"Increasing data indicate that bats harbor diverse viruses, some of which cause severe human diseases. In this study, sequence-independent amplification and high-throughput sequencing (Solexa) were applied to the metagenomic analysis of viruses in bat fecal samples collected from 6 locations in China. A total of 8,746,417 reads with a length of 306,124,595 bp were obtained. Among these reads, 13,541 (0.15%) had similarity to phage sequences and 9,170 (0.1%) had similarity to eukaryotic virus sequences. A total of 129 assembled contigs (>100 nucleotides) were constructed and compared with GenBank: 32 contigs were related to phages, and 97 were related to eukaryotic viruses. The most frequent reads and contigs related to eukaryotic viruses were homologous to densoviruses, dicistroviruses, coronaviruses, parvoviruses, and tobamoviruses, a range that includes viruses from invertebrates, vertebrates, and plants. Most of the contigs had low identities to known viral genomic or protein sequences, suggesting that a large number of novel and genetically diverse insect viruses as well as putative mammalian viruses are transmitted by bats in China. This study provides the first preliminary understanding of the virome of some bat populations in China, which may guide the discovery and isolation of novel viruses in the future.","['1 State Key Laboratory of Virology, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, China.']","Xingyi Ge, Yan Li, Xinglou Yang, Huajun Zhang, Peng Zhou, Yunzhi Zhang, Zhengli Shi, ",Journal of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/22345464
14,Isolation and phylogenetic characterization of bat astroviruses in southern China,"Astroviruses are associated with acute gastroenteritis of human and many animal species. Recently, two studies have reported that novel astroviruses were found in bats. In order to extensively understand the genetic and phylogenetic characterization of bat astroviruses, we tested fecal samples of nine bat species that were collected at four natural habitats in three areas of southern China. The geographic distributions of the bats involved differed from previous reports. Three out of nine species of bats were observed to harbor astroviruses. These included Miniopterus schreibersii, Scotophilus kuhlii, and Rousettus leschenaultia. Phylogenetic analysis based on amino acid sequences of partial ORFs of astroviruses revealed that the bat astroviruses are not only divergent from previously described human and other animal astroviruses but also show remarkable diversity among themselves. However, five bat astroviruses were phylogenetically related to mink astrovirus, ovine astrovirus, and the recently discovered human astroviruses VA1, VA2, and VA3. The results indicate that astroviruses may have adapted to the Chiroptera, and bats may transmit astroviruses to humans and other animals, or vice versa.","['1 Department of Epidemiology, School of Public Health and Tropical Medicine, Southern Medical University, 1838 Guangzhou North Road, Guangzhou, 510515, Guangdong, China.']","Jianpeng Xiao, Jiandong Li, Guifang Hu, Zhong Chen, Yi Wu, Yixiong Chen, Zhiyong Chen, Yuxue Liao, Jie Zhou, Xuemei Ke, Lizhen Ma, Shan Liu, Junhua Zhou, Yingchun Dai, Hongbiao Chen, Shouyi Yu, Qing Chen, ",Archives of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/21573690
15,Novel betaherpesvirus in bats,"Because bats are associated with emerging zoonoses, identification and characterization of novel viruses from bats is needed. Using a modified rapid determination system for viral RNA/DNA sequences, we identified a novel bat betaherpesvirus 2 not detected by herpesvirus consensus PCR. This modified system is useful for detecting unknown viruses.","['1 The University of Tokyo, Tokyo, Japan.']","Shumpei Watanabe, Ken Maeda, Kazuo Suzuki, Naoya Ueda, Koichiro Iha, Satoshi Taniguchi, Hiroshi Shimoda, Kentaro Kato, Yasuhiro Yoshikawa, Shigeru Morikawa, Ichiro Kurane, Hiroomi Akashi, Tetsuya Mizutani, ",Emerging infectious diseases,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/20507753
16,Genetic diversity of novel circular ssDNA viruses in bats in China,"Novel circular ssDNA genomes have recently been detected in animals and in the environment using metagenomic and high-throughput sequencing approaches. In this study, five full-length circular ssDNA genomes were recovered from bat faecal samples using inverse PCR with sequences designed based on circovirus-related sequences obtained from Solexa sequencing data derived from a random amplification method. These five sequences shared a similar genomic organization to circovirus or the recently proposed cyclovirus of the family Circoviridae. The newly obtained circovirus/cyclovirus-like genomes ranged from 1741 to 2177 bp, and each consisted of two major ORFs, ORF1 and ORF2, encoding putative replicase (Rep) and capsid (Cap) proteins, respectively. The potential stem-loop region was predicted in all five genomes, and three of them had the typical conserved nonanucleotide motif of cycloviruses. A set of primers targeting the conserved Rep region was designed and used to detect the prevalence of circovirus/cyclovirus sequences in individual bats. Among 199 samples tested, 47 were positive (23.6%) for the circovirus genome and two (1.0%) were positive for the cyclovirus genome. In total, 48 partial Rep sequences plus the five full-length genomes were obtained in this study. Detailed analysis indicated that these sequences are distantly related to known circovirus/cyclovirus genomes and may represent 22 novel species that belong to the family Circoviridae.","['1 State Key Laboratory of Virology, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, PR China.', '2 Yunnan Institute of Endemic Diseases Control and Prevention, Dali, PR China.']","Xingyi Ge, Jialu Li, Cheng Peng, Lijun Wu, Xinglou Yang, Yongquan Wu, Yunzhi Zhang, Zhengli Shi, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/21795473
17,Detection of diverse astroviruses from bats in China,"Astroviruses infect humans and many different animal species and are associated with gastroenteritis. Recent studies first detected the virus from bat species in Hong Kong. To understand astrovirus distribution in the wider region further, we examined the prevalence of this virus family in bat specimens collected from a large geographical region of mainland China. We collected 500 anal swabs from 20 bat species in 51 natural habitats from 11 provinces of China and tested these for astroviruses. Our study revealed a remarkably high genetic diversity of astroviruses; five monophyletic groups were identified in bats, including two novel groups. Evidence for varying degrees of host restriction for astroviruses from bats has been found. Phylogenetic analyses also provided insight into the inter-species transmission of Mamastrovirus.","['1 State Key Laboratory of Emerging Infectious Diseases, Li Ka Shing Faculty of Medicine, University of Hong Kong, Pokfulam, Hong Kong SAR.', '2 Guangxi Center for Disease Control and Prevention, Nanning 530021, PR China.', '3 East China Normal University, Shanghai, PR China.', '4 HKU-Pasteur Research Centre, Hong Kong SAR.']","Hua Chen Zhu, Daniel K W Chu, Wei Liu, Bai Qing Dong, Shu Yi Zhang, Jin Xia Zhang, Li Feng Li, Dhanasekaran Vijaykrishna, Gavin J D Smith, Hong Lin Chen, Leo L M Poon, J S Malik Peiris, Yi Guan, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/19264622
18,Prevalence and genetic diversity of adeno-associated viruses in bats from China,"Bats are increasingly being recognized as important natural reservoirs of different viruses. Adeno-associated viruses (AAVs) are widely distributed in primates and their distribution in bats is unknown. In this study, a total of 370 faecal swab samples from 19 bat species were collected from various provinces of China and examined for the presence of AAVs. The mean prevalence rate was 22.4% (83 positives out of 370 samples), ranging from 10 to 38.9% among different bat species. The genome sequence spanning the entire rep-cap ORFs was determined from one chosen AAV-positive sample (designated BtAAV-YNM). Phylogenetic analysis of the entire rep-cap ORF coding sequences suggested that BtAAV-YNM is relatively distant to known primate AAVs, but phylogenetically closer to porcine AAV strain Po3. Further analysis of the partial cap ORF sequences of bat AAV samples (n=49) revealed a remarkably large genetic diversity, with an average pairwise nucleotide identity of only 84.3%. Co-presence of multiple distinctive genotypes of bat AAV within an individual sample was also observed. These results demonstrated that diverse AAVs might be widely distributed in bat populations.","['1 State Key Laboratory of Virology, Wuhan Institute of Virology, Chinese Academy of Sciences (CAS), Wuhan, PR China.']","Yan Li, Xingyi Ge, Chung-Chau Hon, Huajun Zhang, Peng Zhou, Yunzhi Zhang, Yi Wu, Lin-Fa Wang, Zhengli Shi, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/20573859
19,"Epidemiology and Genomic Characterization of Two Novel SARS-Related Coronaviruses in Horseshoe Bats from Guangdong, China","Severe acute respiratory syndrome (SARS) coronavirus (SARS-CoV) and SARS-CoV-2, the causative agents of SARS, which broke out in 2003, and coronavirus disease 2019 (COVID-2019), which broke out in 2019, probably originated in Rhinolophus sinicus and R. affinis, respectively. Rhinolophus bats are important hosts for coronaviruses. Many SARS-related coronaviruses (SARSr-CoVs) have been detected in bats from different areas of China; however, the diversity of bat SARSr-CoVs is increasing, and their transmission mechanisms have attracted much attention. Here, we report the findings of SARSr-CoVs in R. sinicus and R. affinis from South China from 2008 to 2021. The full-length genome sequences of the two novel SARSr-CoVs obtained from Guangdong shared 83 to 88% and 71 to 72% nucleotide identities with human SARS-CoV and SARS-CoV-2, respectively, while sharing high similarity with human SARS-CoV in hypervariable open reading frame 8 (ORF8). Significant recombination occurred between the two novel SARSr-CoVs. Phylogenetic analysis showed that the two novel bat SARSr-CoVs from Guangdong were more distant than the bat SARSr-CoVs from Yunnan to human SARS-CoV. We found that transmission in bats contributes more to virus diversity than time. Although our results of the sequence analysis of the receptor-binding motif (RBM) and the expression pattern of angiotensin-converting enzyme 2 (ACE2) inferred that these viruses could not directly infect humans, risks still exist after some unpredictable mutations. Thus, this study increased our understanding of the genetic diversity and transmission of SARSr-CoVs carried by bats in the field. IMPORTANCE Severe acute respiratory syndrome coronavirus (SARS-CoV) and SARS-CoV-2 probably originated from the SARS-related coronaviruses (SARSr-CoVs) carried by Rhinolophus bats from Yunnan, China. Systematic investigations of the reservoir hosts carrying SARSr-CoVs in Guangdong and the reservoir distribution and transmission are urgently needed to prevent future outbreaks. Here, we detected SARSr-CoV in Rhinolophus bat samples from Guangdong in 2009 and 2021 and found that the transmission of SARSr-CoV from different host populations contributes more to increased virus diversity than time. Bat SARSr-CoVs in Guangdong had genetic diversity, and Guangdong was also the hot spot for SARSr-CoVs. We once again prove that R. sinicus plays an important role in the maintenance of the SARS-CoVs. Besides, the SARSr-CoVs are mainly transmitted through the intestines in bats, and these SARSr-CoVs found in Guangdong could not use human ACE2 (hACE2), but whether they can pass through intermediate hosts or directly infect humans requires further research. Our findings demonstrate the ability of SARSr-CoVs to spread across species.","['1 College of Life Science and Technology, Central South University of Forestry and Technology, Changsha, Hunan, China.', '2 Guangdong Key Laboratory of Animal Conservation and Resource Utilization, Institute of Zoology, Guangdong Academy of Sciences, Guangzhou, Guangdong, China.', '3 College of Forestry, Central South University of Forestry and Technology, Changsha, Hunan, China.']","Linmiao Li, Libiao Zhang, Jiabin Zhou, Xiangyang He, Yepin Yu, Ping Liu, Wenzhong Huang, Zuofu Xiang, Jinping Chen, ",mBio,2022,SARS-related coronavirus; epidemiology; genetic diversity; horseshoe bats.,https://pubmed.ncbi.nlm.nih.gov/35467426
20,"Full Genome of batCoV/MinFul/2018/SriLanka, a Novel Alpha-Coronavirus Detected in Miniopterus fuliginosus, Sri Lanka","Coronaviruses (CoV) are divided into the genera α-CoVs, β-CoVs, γ-CoVs and δ-CoVs. Of these, α-CoVs and β-CoVs are solely capable of causing infections in humans, resulting in mild to severe respiratory symptoms. Bats have been identified as natural reservoir hosts for CoVs belonging to these two genera. Consequently, research on bat populations, CoV prevalence in bats and genetic characterization of bat CoVs is of special interest to investigate the potential transmission risks. We present the genome sequence of a novel α-CoV strain detected in rectal swab samples of Miniopterus fuliginosus bats from a colony in the Wavul Galge cave (Koslanda, Sri Lanka). The novel strain is highly similar to Miniopterus bat coronavirus 1, an α-CoV located in the subgenus of Minunacoviruses. Phylogenetic reconstruction revealed a high identity of the novel strain to other α-CoVs derived from Miniopterus bats, while human-pathogenic α-CoV strains like HCoV-229E and HCoV-NL63 were more distantly related. Comparison with selected bat-related and human-pathogenic strains of the β-CoV genus showed low identities of ~40%. Analyses of the different genes on nucleotide and amino acid level revealed that the non-structural ORF1a/1b are more conserved among α-CoVs and β-CoVs, while there are higher variations in the structural proteins known to be important for host specificity. The novel strain was named batCoV/MinFul/2018/SriLanka and had a prevalence of 50% (66/130) in rectal swab samples and 58% (61/104) in feces samples that were collected from Miniopterus bats in Wavul Galge cave. Based on the differences between strain batCoV/MinFul/2018/SriLanka and human-pathogenic α-CoVs and β-CoVs, we conclude that there is a rather low transmission risk to humans. Further studies in the Wavul Galge cave and at other locations in Sri Lanka will give more detailed information about the prevalence of this virus.","['1 Centre for Biological Threats and Special Pathogens, Highly Pathogenic Viruses (ZBS 1), Robert Koch Institute, 13353 Berlin, Germany.', '2 Institute of Biochemistry, Molecular Biology and Biotechnology, University of Colombo, Colombo 00300, Sri Lanka.', '3 IDEA (Identification of Emerging Agents) Laboratory, Department of Zoology and Environment Sciences, University of Colombo, Colombo 00300, Sri Lanka.', '4 Centre for International Health Protection, Public Health Laboratory Support (ZIG 4), Robert Koch Institute, 13353 Berlin, Germany.', '5 Colombo North Teaching Hospital, Ragama 11010, Sri Lanka.']","Therese Muzeniek, Thejanee Perera, Sahan Siriwardana, Dilara Bas, Fatimanur Kaplan, Mizgin Öruc, Beate Becker-Ziaja, Inoka Perera, Jagathpriya Weerasena, Shiroma Handunnetti, Franziska Schwarz, Gayani Premawansa, Sunil Premawansa, Wipula Yapa, Andreas Nitsche, Claudia Kohl, ",Viruses,2022,Miniopterus fuliginosus; Sri Lanka; bat alphacoronavirus; cave-dwelling; coronavirus; full genome; one health; sympatric colony.,https://pubmed.ncbi.nlm.nih.gov/35215931
21,"A novel bat-associated circovirus identified in northern Hokkaido, Japan","We identified two novel circoviruses, HK02976 and HK00220, in oral swabs from bats. The size of their full genome was 2,010 nucleotides (nt). The full-genome sequence of our strains shared 96.1% nucleotide sequence identity with each other, and 39.9%-69.5% identity with bat-associated circoviruses (BatACVs)1-9. Based on the species demarcation threshold for viruses of the family Circoviridae, which is 80% genome-wide nucleotide sequence identity, we have tentatively named this group of viruses ""bat-associated circovirus 10"" (BatACV10).","['1 Department of Environmental and Preventive Medicine, Faculty of Medicine, Oita University, Yufu-shi, Oita, 879-5593, Japan.', '2 Rishiri Town Museum, Honchō-136 Senhōshi, Rishiri-cho, Rishiri-gun, Hokkaido, Japan.', '3 Department of Microbiology, Faculty of Medicine, Oita University, Yufu-shi, Oita, 879-5593, Japan.', '4 Department of Pathobiology and Medical Diagnostics, Faculty of Medicine and Health Sciences, Universiti Malaysia Sabah, 88400, Kota Kinabalu, Sabah, Malaysia. ahmed@ums.edu.my.', '5 Borneo Medical and Health Research Centre, Faculty of Medicine and Health Sciences, Universiti Malaysia Sabah, 88400, Kota Kinabalu, Sabah, Malaysia. ahmed@ums.edu.my.']","Takashi Matsumoto, Masahiko Sato, Akira Nishizono, Kamruddin Ahmed, ",Archives of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/31111258
22,"Bat lyssaviruses (Aravan and Khujand) from Central Asia: phylogenetic relationships according to N, P and G gene sequences","Bat lyssaviruses Aravan and Khujand were isolated in southern Kyrgyzstan in 1991 and in northern Tajikistan in 2001, respectively. Preliminary studies with anti-nucleocapsid monoclonal antibodies suggested that the viruses were distinct from other lyssavirus serotypes. These data were supported by sequencing of the N gene of Aravan virus. In the present study, we sequenced the entire N, P and G genes of both Aravan and Khujand viruses and compared them with respective sequences of other lyssaviruses available from GenBank. The results suggested that each virus should be considered as a newly recognized genotype according to the current approaches for genotype definition (amount of nucleotide identity of the N gene and bootstrap support of joining to certain phylogenetic groups). Use of different phylogenetic methods and comparison of different parts of the genomes generally suggested that Khujand virus was mainly related to genotype 6, while Aravan virus, on the one hand, was related to Khujand virus, and, on the other hand, demonstrated moderate similarity to genotypes 4, 5 and 6. The potential significance of these new lyssaviruses for veterinary and public health should not be underestimated.","['1 Centers for Disease Control and Prevention, 1600 Cliffton Road, Atlanta, GA 30333, USA.']","Ivan V Kuzmin, Lillian A Orciari, Yohko T Arai, Jean S Smith, Cathleen A Hanlon, Yosuke Kameoka, Charles E Rupprecht, ",Virus research,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/14602198
23,Detection of diverse novel astroviruses from small mammals in China,"Astroviruses infect humans and many animal species and cause gastroenteritis. To extensively understand the distribution and genetic diversity of astrovirus in small mammals, we tested 968 anal swabs from 39 animal species, most of which were bats and rodents. We detected diverse astroviruses in 10 bat species, including known bat astroviruses and a large number of novel viruses. Meanwhile, novel groups of astroviruses were identified in three wild rodent species and a remarkably high genetic diversity of astrovirus was revealed in Eothenomys cachinus. We detected astroviruses in captive-bred porcupines and a nearly full-length genome sequence was determined for one strain. Phylogenetic analysis of the complete ORF2 sequence suggested that this strain may share a common ancestor with porcine astrovirus type 2. Moreover, to our knowledge, this study reports the first discovery of astroviruses in shrews and pikas. Our results provide new insights for understanding these small mammals as natural reservoirs of astroviruses.","['1 Center for Emerging Infectious Diseases, CAS Key Laboratory of Special Pathogens and Biosafety, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan 430071, PR China.', '2 EcoHealth Alliance, New York, NY 10001, USA.', '3 Yunnan Institute of Endemic Diseases Control and Prevention, Dali, PR China.']","Ben Hu, Aleksei A Chmura, Jialu Li, Guangjian Zhu, James S Desmond, Yunzhi Zhang, Wei Zhang, Jonathan H Epstein, Peter Daszak, Zhengli Shi, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/25034867
